deal_number_version,unit_id,outlet,daypart,st_id,selling_title,advertiser,deal_name,deal_type,booked_week_monday,week_num,year,quarter,inv_len,inventory_type_code,feature,broadcast_date,actual_air_datetime,adu_ind,count_in_audience_totals,booked_dollars,rc_dollars,posting_status,primary_demo_code,primary_demo_selling_imps_booked,primary_demo_internal_estimates_or_actuals,hh_demo_selling_imps_booked,hh_demo_internal_estimates_or_actuals,a18_49_selling_imps,a18_49_post_internal_estimates_or_actuals,w18_49_selling_imps,w18_49_post_internal_estimates_or_actuals,m18_49_selling_imps,m18_49_post_internal_estimates_or_actuals,k2_11_selling_imps,k2_11_post_post_internal_estimates_or_actuals,p2_plus_selling_imps,p2_plus_post_internal_estimates_or_actuals,data_stream_set,rate_card_name,agency_name_buying,deal_flight_start_date,deal_flight_end_date,isci_code,brand,deal_status,business_date
189926-9,156953267,Galanovelas,PRIME,16611,Prime Time ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953271,Galanovelas,PRIME,16611,Prime Time ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$2,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953266,Galanovelas,PRIME,16611,Prime Time ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953265,Galanovelas,PRIME,16611,Prime Time ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189985-16,157021966,Galanovelas,PRIME,16611,Prime Time ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157023662,Galanovelas,PRIME,16611,Prime Time ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189984-12,157232086,Galanovelas,PRIME,16611,Prime Time ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents MVA Spanish,Order,2024-05-01
189985-16,157023676,Galanovelas,PRIME,16611,Prime Time ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157021945,Galanovelas,PRIME,16611,Prime Time ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157021954,Galanovelas,PRIME,16611,Prime Time ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189984-12,157024555,Galanovelas,PRIME,16611,Prime Time ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189984-12,157024554,Galanovelas,PRIME,16611,Prime Time ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189984-12,157024538,Galanovelas,PRIME,16611,Prime Time ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189985-16,157023681,Galanovelas,PRIME,16611,Prime Time ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$4,$90,IE,HH,"9,040","9,040","9,040","9,040","6,076","6,092","3,544","3,552","2,532","2,540","2,338","2,348","13,610","13,646",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
191654-1,157315131,Univision Network,FRINGE,9,Primer Impacto,AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,4/15/24,3,2024,2,30,VANR, ,,,N,Y,"$9,298",$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
191654-1,157315130,Univision Network,FRINGE,9,Primer Impacto,AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,4/8/24,2,2024,2,30,VANR, ,,,N,Y,"$9,298",$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
191654-1,157315129,Univision Network,FRINGE,9,Primer Impacto,AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,4/1/24,1,2024,2,30,VANR, ,,,N,Y,"$9,298",$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
191654-1,157315133,Univision Network,FRINGE,9,Primer Impacto,AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,5/6/24,6,2024,2,30,VANR, ,,,N,Y,"$9,298",$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
191654-1,157315136,Univision Network,FRINGE,9,Primer Impacto,AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,6/17/24,12,2024,2,30,VANR, ,,,N,Y,"$9,298",$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
191654-1,157315134,Univision Network,FRINGE,9,Primer Impacto,AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,5/27/24,9,2024,2,30,VANR, ,,,N,Y,"$9,298",$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
191654-1,157315135,Univision Network,FRINGE,9,Primer Impacto,AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,6/3/24,10,2024,2,30,VANR, ,,,N,Y,"$9,298",$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
191654-1,157315132,Univision Network,FRINGE,9,Primer Impacto,AT&T - Cricket Wireless,AT&T Cricket DDL 2Q v2,AltCurrencyVideoAmp,4/22/24,4,2024,2,30,VANR, ,,,N,Y,"$9,298",$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comm'l Live +3,2023-2024 Upfront Ratecard,Hearts & Science,04/01/2024,06/30/2024,,Various,Order,2024-05-01
191051-4,156896330,Univision Network,FRINGE,9,Primer Impacto,TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,7/8/24,2,2024,3,30,NR, ,,,N,Y,"$9,958","$8,298",IE,A18+,"826,316","688,605","634,788","528,998","354,271","295,229","217,615","181,348","136,656","113,881","107,315","89,430","973,540","811,293",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156817254,Univision Network,FRINGE,9,Primer Impacto,TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,11/4/24,6,2024,4,30,NR, ,,,N,Y,"$12,868","$10,723",IE,A18+,"1,010,973","745,742","812,544","566,237","413,550","256,081","251,144","158,723","162,406","97,358","129,112","68,714","1,177,988","837,802",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156767094,Univision Network,FRINGE,9,Primer Impacto,TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,4/22/24,4,2024,2,30,NR, ,,,N,Y,"$10,947","$9,122",IE,A18+,"884,314","832,984","710,748","632,475","361,738","286,040","219,679","177,292","142,059","108,748","112,934","76,749","1,030,404","935,808",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
189926-9,156953365,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953360,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953349,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953367,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953368,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953354,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953362,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953351,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953352,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953350,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953357,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953361,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953363,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953353,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953356,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953355,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953364,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953358,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953359,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953366,Galanovelas,WKEND DAYTIME,16613,Weekend Day ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,120,DR, ,,,N,Y,$3,$132,IE,HH,"21,440","21,444","21,440","21,444","12,596","12,652","7,796","7,824","4,800","4,828","5,012","5,036","30,504","30,624",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
188552-42,156719283,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Pandora Jewelry, LLC",UVN Pandora 1Q-3Q24 UF v5,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,$463,$371,IE,A18-49,"22,000",0,"48,000",289,"22,000",0,"12,000",0,"10,000",0,"3,000",0,"57,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,Carat North America,01/01/2024,09/29/2024,,JWL-Just for Jewelry,Order,2024-05-01
188552-42,156719284,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Pandora Jewelry, LLC",UVN Pandora 1Q-3Q24 UF v5,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,$463,$371,IE,A18-49,"21,000",0,"48,000",289,"21,000",0,"11,000",0,"10,000",0,"3,000",0,"56,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,Carat North America,01/01/2024,09/29/2024,,JWL-Just for Jewelry,Order,2024-05-01
189614-64,155412431,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,Bayer Corp.,Bayer UVN Aleve 1Q/2Q 2024 Scatter v5,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,$357,$371,IE,A50+,"30,000",0,"48,000",289,"22,000",0,"12,000",0,"10,000",0,"3,000",0,"57,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,Mediacom,01/01/2024,06/30/2024,,Aleve,Order,2024-05-01
191425-10,157274543,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Truebill, Inc.",2024 Truebill DR UNI,DR-Regular,4/29/24,5,2024,2,15,DR, ,,,N,Y,$214,$371,IE,HH,"48,000",289,"48,000",289,"22,000",0,"12,000",0,"10,000",0,"3,000",0,"57,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,"Tatari, Inc.",04/04/2024,06/30/2024,,Mobile finance management application,Order,2024-05-01
190185-19,157239907,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,Sleep Number Corp.,2024 Sleep Number DR UNI,DR-Regular,4/29/24,5,2024,2,15,DR, ,,,N,Y,$350,$371,IE,HH,"48,000",289,"48,000",289,"22,000",0,"12,000",0,"10,000",0,"3,000",0,"57,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,Horizon Next,01/11/2024,06/30/2024,,2D24 2nd Quarter 2024 DR,Order,2024-05-01
191009-15,156729721,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Sirius XM Radio, Inc.",2024 SXM DR UNI,DR-Regular,4/29/24,5,2024,2,15,DR, ,,,N,Y,$350,$371,IE,HH,"48,000",289,"48,000",289,"22,000",0,"12,000",0,"10,000",0,"3,000",0,"57,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,Horizon Next,03/08/2024,06/30/2024,,2D24 2nd Quarter 2024 DR,Order,2024-05-01
189779-66,157143441,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Peloton Interactive, Inc.",2024 Peloton DR UNI,DR-Regular,4/29/24,5,2024,2,30,DR, ,,,N,Y,$769,$741,IE,HH,"96,000",578,"96,000",578,"43,000",0,"23,000",0,"20,000",0,"6,000",0,"113,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,Horizon Media Inc.,01/01/2024,06/30/2024,,2D24 2nd Quarter 2024 DR,Order,2024-05-01
189803-28,157282384,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Chewy, Inc.",2024 Chewy DR UNI,DR-Regular,4/29/24,5,2024,2,30,DR, ,,,N,Y,$450,$741,IE,HH,"96,000",578,"96,000",578,"43,000",0,"23,000",0,"20,000",0,"6,000",0,"113,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,"Chewy, Inc.",01/01/2024,06/30/2024,,CH30 CHEWY :30,Order,2024-05-01
189779-66,157143443,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Peloton Interactive, Inc.",2024 Peloton DR UNI,DR-Regular,4/29/24,5,2024,2,30,DR, ,,,N,Y,$769,$741,IE,HH,"96,000",578,"96,000",578,"43,000",0,"23,000",0,"20,000",0,"6,000",0,"113,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,Horizon Media Inc.,01/01/2024,06/30/2024,,2D24 2nd Quarter 2024 DR,Order,2024-05-01
191009-15,157062717,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Sirius XM Radio, Inc.",2024 SXM DR UNI,DR-Regular,4/29/24,5,2024,2,30,DR, ,,,N,Y,$700,$741,IE,HH,"96,000",578,"96,000",578,"43,000",0,"23,000",0,"20,000",0,"6,000",0,"113,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,Horizon Next,03/08/2024,06/30/2024,,2D24 2nd Quarter 2024 DR,Order,2024-05-01
189803-28,157282383,Univision Network,LATE NIGHT,222569,Late Night 2a-3a,"Chewy, Inc.",2024 Chewy DR UNI,DR-Regular,4/29/24,5,2024,2,30,DR, ,,,N,Y,$450,$741,IE,HH,"96,000",578,"96,000",578,"43,000",0,"23,000",0,"20,000",0,"6,000",0,"113,000",0,Comm'l Live +3,2023-2024 Upfront Ratecard,"Chewy, Inc.",01/01/2024,06/30/2024,,CH30 CHEWY :30,Order,2024-05-01
189984-12,157024015,Galanovelas,EARLY MORNING,16608,Early Morning ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$3,$12,IE,HH,"2,800","2,808","2,800","2,808","1,748","1,776","1,164","1,178",584,598,502,514,"3,532","3,592",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
